"","datetime","ValidID","Forecast"
"18605",2019-02-27 19:00:00,5324,38.1981086730957
"18614",2019-02-27 19:00:00,5325,38.1981086730957
"18615",2019-02-27 19:00:00,5327,38.1981086730957
"18607",2019-02-27 19:00:00,5330,38.2553596496582
"18618",2019-02-27 19:00:00,5331,38.2553596496582
"18611",2019-02-27 19:00:00,5332,38.2553596496582
"18619",2019-02-27 19:00:00,5333,38.2553596496582
"18612",2019-02-27 19:00:00,5334,39.6787719726562
"18621",2019-02-27 19:00:00,5335,39.6787719726562
"18608",2019-02-27 19:00:00,5336,40.0495986938477
"18606",2019-02-27 19:00:00,5337,40.0495681762695
"18617",2019-02-27 19:00:00,5339,40.2326126098633
"18602",2019-02-27 19:00:00,5340,40.4158782958984
"18601",2019-02-27 19:00:00,5341,40.4705352783203
"18609",2019-02-27 19:00:00,5342,67.1521911621094
"18620",2019-02-27 19:00:00,5343,67.1477737426758
"18623",2019-02-27 19:00:00,5344,67.1477737426758
"18610",2019-02-27 19:00:00,5345,67.1477737426758
"18624",2019-02-27 19:00:00,5346,67.1477737426758
"18616",2019-02-27 19:00:00,5353,67.1484603881836
"18604",2019-02-27 19:00:00,6811,67.1650314331055
"18622",2019-02-27 19:00:00,6812,67.1650314331055
"18603",2019-02-27 19:00:00,6813,67.1650314331055
"18613",2019-02-27 19:00:00,6831,67.1650314331055
